headline,contents,url,category,name
이재명 측 “이낙연 공약 이행률 찾아보니 2016년 전국 꼴찌”,"""전남지사 공약 76개 중 이행 5개, 계속 추진 15개""""뭘 근거로 21개 중 20개 이행했단 건지…사과하라""더불어민주당 대선경선 후보인 이재명 경기지사 측은 29일 전남지사 시절 공약 이행률이 낮지 않다고 주장한 이낙연 전 대표가 허위 주장을 했다며 사과를 요구했다.전날 열린 첫 경선 TV토론에서 이 전 대표는 이 지사가 공약 이행률을 문제삼자 “2014년 7월 전남지사에 취임해서 2015년 공약 이행률을 보면 21개 중 20개를 이행한 걸로 평가받았다”고 반박한 바 있다.이에 대해 이재명 캠프 이경 부대변인은 이날 논평을 통해 “이낙연 후보의 말을 믿고 싶다. 거짓이 아니기를 바란다. 그래서 찾아봤다”며 “2016년 6월 광주·전남 언론사들은 일제히 당시 취임 3년 차인 이낙연 전남지사를 겨냥해 ‘공약이행 전국 꼴찌’라는 제목의 보도를 쏟아냈다. 기사 내용도 ‘이낙연 전남도지사의 공약 이행 평가가 제일 낮아 전국 꼴찌의 불명예를 안았다’고 되어 있다”고 당시 언론 보도를 인용했다.이 부대변인은 “2016년 6월 한국매니페스토실천본부 보도자료를 보면, 당시 이낙연 전남지사는 76개 공약 중 5개를 완료했고 이행 후 계속 추진은 15개였다”며 “완료 및 이행공약이 26.32%로 이는 전국 시도지사 평균 39.16%보다 약 12.84% 포인트 낮았다. 공약이행 평가가 전국 최하위였다”고 지적했다.그러면서 “이낙연 후보가 주장했던 ‘공약 21개 중 20개 이행’의 근거를 찾을 수 없고, 전국 꼴찌라는 제목과 기사 내용도 다르지 않다”며 “이낙연 후보는 무엇을 근거로 전국민이 보는 대선 경선후보 방송토론회에서 이와 같이 주장했는지를 해명해야 한다. 이에 대한 합당한 근거를 제시하거나, 그렇지 못할 바에는 사과하시기 바란다”고 했다.﻿[서울=뉴시스] ",https://www.donga.com/news/Politics/article/all/20210729/108232584/1,정치,동아
김병민 “尹 11월 입당하면 이준석 화날 것…늦춰지면 나도 제명”,"""민정수석실 폐지해야 한다""…尹 ""당연히 그래야""부인 동거 의혹에 ""94세 어르신…취재 윤리 지켜야""최재형 회동 제안엔 ""후보 시간 존중해야"" 선긋기김병민 윤석열 캠프 대변인이 29일 “(11월 입당)까지 가게 되면 아마 이준석 대표가 화가 많이 날 것”이라며 윤 전 검찰총장의 9월 초 이전 입당을 시사했다.김 대변인은 이날 KBS 라디오 ‘최경영의 최강시사’에 출연해 “9월 초에서 입당이 더 늦춰지면 어떡하느냐”는 질문에 “(국민의힘에서) 저를 징계하고 제명하겠다고 하니까 제 목도 함께 걸려 있다”며 이같이 전했다.그는 “(입당) 날짜 정해진 게 아무것도 없다”면서도 “이준석 대표와 든든한 기본적인 신의는 다져놨다. 언제 입당하냐는 소모적인 논쟁”이라고 했다.이어 민정수석 폐지 제안에 윤 전 총장이 공감했다는 취지의 발언도 했다. 그는 “민정수석을 폐지해야 된다, 대통령이 막강한 권력으로 사정기관을 흔드는 걸 없애야 된다고 정강정책에 넣었다. 윤 후보를 처음 만나서 제가 밥을 먹으면서 당신이 이 역할에 가장 적합하다(고 했다)”며 “(윤 전 총장이) 그거 해야지. 내가 평소에 갖고 있던 생각이고(라고 답했다)”고 밝혔다.최근 윤 전 총장 부인을 상대로 제기된 동거 의혹 보도에 대해선 “94세의 어르신이다. 오죽하면 해당 변호사가 어머니의 치매 진단서까지 떼서 그 내용들을 공개하는 상황까지 오겠나”라며 “언론의 취재 윤리는 반드시 저는 지켰으면 좋겠다”고 강조했다.최재형 전 감사원장이 공개회동을 제안한 데 대해선 “지금은 부산의 민생 현장도 다녀오면서 국민의 목소리를 경청하는 시간인 만큼 후보의 시간도 좀 존중해줬으면 좋겠다”고 선을 그었다.[서울=뉴시스] ",https://www.donga.com/news/Politics/article/all/20210729/108232438/1,정치,동아
동해 軍통신선 정상화…중국 불법조업 선박 정보교환,동해지구 통신선 복원 3일째 정상 가동서해지구 통신선서 中 불법조업 거론남북 통신선 복원 후에도 기술 문제로 말썽을 부리던 동해지구 군 통신선이 29일 정상화됐다. 서해지구 통신선을 통해서는 중국 불법조업 어선 문제가 다뤄졌다.국방부 관계자는 이날 오전 “오늘 9시 시험통화는 동해지구와 서해지구 모두 정상 실시됐다”고 밝혔다.앞서 서해지구 군 통신선은 남북 정상 간 합의에 따라 지난 27일 복원됐지만 동해지구는 기술적 문제로 28일까지 이틀간 불통이었다.이 밖에 이날 서해지구 군 통신선을 통해서는 불법 조업 선박에 대한 정보교환이 이뤄졌다고 국방부는 밝혔다.서북도서와 한강하구 중립수역에서 벌어지는 중국 어선의 불법 조업이 다뤄진 것으로 풀이된다.특히 한강하구 중립수역에서는 유엔사 허가 없이는 군용 선박과 민간 선박과 중립국 선박 등 출입이 금지된다.중국 어선들은 남북이 서로 접근을 조심하고 단속이 어렵다는 점을 이용해 서북도서와 한강하구에 침입해 불법 조업을 벌여왔다.﻿[서울=뉴시스],https://www.donga.com/news/Politics/article/all/20210729/108232210/1,정치,동아
"최재형 “尹 아내 비방 벽화, 표현 자유 내세운 인격살인” 맹비난","국민의힘 대선주자인 최재형 전 감사원장이 당 밖 경쟁자인 윤석열 전 검찰총장의 아내를 비방한 벽화에 대해 “분노를 금할 수 없다”면서 “저질 비방이자 정치 폭력이며, 표현의 자유를 내세운 인격 살인”이라고 맹비난 했다. 최 전 원장은 29일 페이스북을 통해 “종로 어느 거리에, 윤석열 후보의 가족들을 비방하는 벽화가 걸렸다는 뉴스를 접했다”며 이같이 말했다.이어 “표현의 자유라는 미명 하에 이와 같은 인신공격을 일삼는 것은 민주주의의 가치를 훼손하는 것”이라며 “우리나라의 정치의 품격을 땅에 떨어뜨리는 일”이라고 덧붙였다.최 전 원장은 “대통령 선거에서 후보자 본인과 주변인들에 대한 검증은 꼭 필요하다”면서도 “하지만 넘지 말아야 할 선이 있다”고 강조했다. 아울러 “그 선을 넘는다면 민주주의를 지키고자 하는 모든 사람들이 힘을 모아 막아야 한다”며 “인간에 대한 이런 더러운 폭력을 당장 중단해야 한다”고도 했다.최 전 원장은 “표현의 자유라는 이름으로 민주주의를 퇴행시키는 일을 결코 용인해선 안 된다”고 목소리를 높였다.최근 서울 종로구 관철동 한 서점 건물 외벽에 윤 전 총장의 아내 김건희 씨를 모욕하는 벽화가 등장해 논란이 됐다. 전체 벽화는 높이 2.5m, 길이 15m 규모다.벽화엔 ‘쥴리의 남자들’이라는 글과 함께 김 씨를 연상케 하는 여성의 얼굴이 그려졌다. ‘쥴리’는 이른바 ‘윤석열 X파일’에서 김 씨의 예명이라면서 거론되는 이름이다.김 씨는 관련 의혹을 직접 부인하기도 했다. 그는 “제가 원래 좀 남자 같고 털털한 스타일이고 오히려 일 중독”이라며 “시간이 지나면 모든 게 가려지게 돼 있다. 저는 ‘쥴리’를 해야 할 아무런 이유가 없는 사람”이라고 밝혔다.윤 전 총장도 “(아내는) 술 마시고 흥청거리는 것을 싫어한다”며 “이런 사람이 술집 가서 이상한 짓 했다는 얘기가 상식적으로 안 맞다”고 의혹을 일축한 바 있다.장연제 동아닷컴 기자 jeje@donga.com ",https://www.donga.com/news/Politics/article/all/20210729/108232221/2,정치,동아
윤석열 27.5%·이재명 25.5% ‘양강 유지’…최재형 4위 부상,"與 대선주자 적합도 이재명· 32.8%이낙연 23.0%野 대선주자 적합도 윤석열 29%·홍준표 13.3%이재명 경기지사와 윤석열 전 검찰총장이 오차 범위 안에서 차기 대선주자 적합도 양강 구도를 유지하고 있는 것으로 조사됐다. 이낙연 전 더불어민주당 대표는 적합도가 소폭 상승해 3위를 유지했고 최재형 전 감사원장은 처음으로 4위로 올라섰다.윤 전 총장은 이 지사와 양자 가상대결에서는 오차범위 이내에서, 이 전 대표와 양자대결에서는 오차범위 밖에서 우위를 보이고 있는 것으로도 집계됐다.여론조사 전문기관 리얼미터가 오마이뉴스 의뢰로 지난 26~27일 양일간 전국 18세 이상 남녀 2058명을 대상으로 ‘7월4주차 차기 대선주자 선호도 조사’를 실시해 29일 공개한 결과에 따르면 윤 전 총장 27.5%, 이 지사 25.5%로 집계됐다.윤 전 총장과 이 지사 선호도는 7월2주차 조사 대비 각각 0.3%포인트와 0.9%포인트 하락했다. 두 주자간 격차는 2.0%포인트로 지난 조사 대비(1.4%포인트) 다소 벌어졌으나 오차범위(±2.2%포인트) 내를 유지했다.윤 전 총장은 인천·경기와 대구경북(TK), 서울, 30대와 40대, 70세 이상, 무당층과 열린민주당, 국민의당, 국민의힘 지지층, 보수층, 중도층, 사무·관리·전문직에서 하락했고, 부산경남(PK)와 충청권, 20대와 50대, 60대, 국민의힘 지지층, 정의당 지지층, 진보층, 판매·생산·노무·서비스직과 무직·은퇴·기타에서 상승했다.이 지사는 호남과 충청권, 20대와 30대, 정의당 지지층, 중도층, 학생과 가정주부, 판매·생산·노무·서비스직에서 하락했고, TK, 40대, 열린민주당과 국민의당 지지층, 무당층, 무직·은퇴·기타와 자영업에서는 상승했다.이 전 대표는 16.0%로 지난 조사 대비 0.4%포인트 상승했다. 서울과 호남, 인천·경기, 40대, 민주당과 국민의당 지지층, 무당층, 보수층, 가정주부와 학생에서 상승했고, TK와 충청권, PK, 60대, 열린민주당 지지층, 무직·은퇴·기타와 판매·생산·노무·서비스직에서 하락했다.최 전 원장은 5.5%로 같은기간 대비 1.3%포인트 상승했다. 인천·경기와 서울, TK, 30대와 20대, 50대, 60대, 국민의힘과 정의당 지지층, 보수층과 중도층, 학생과 자영업, 판매·생산·노무·서비스직에서 상승했고, PK, 국민의당 지지층에서는 하락했다.이어 홍준표 국민의힘 의원(4.4%), 추미애 전 법무부장관(4.1%), 정세균 전 국무총리(2.1%), 안철수 국민의당 대표(2.0%), 윤희숙 국민의힘 의원(2.0%), 유승민 전 의원(1.9%), 심상정 전 정의당 대표(1.0%), 하태경 국민의힘 의원(1.0%), 황교안 전 총리(1.0%), 원희룡 제주지사(0.8%), 박용진 민주당 의원(0.8%), 김두관 민주당 의원(0.6%) 순으로 나타났다. ‘기타인물’은 0.6%, ‘없음’은 1.9%, ‘잘모름’은 1.5%로 집계됐다. 범진보·여권 주자군(이재명·이낙연·추미애·정세균·심상정·박용진·김두관)은 0.9%포인트 하락한 50.0%, 범보수·야권 주자군(윤석열·최재형·홍준표·안철수·윤희숙·유승민·하태경·황교안·원희룡)의 선호도 합계는 1.7%포인트 높아진 46.0%를 기록, 양 진영 간 격차는 6.6%포인트에서 4.0%포인트로 좁혀졌다.민주당 대선주자 중 가장 적합한 인물로는 이 지사가 32.8%(0.1%포인트 하락)가 꼽혔다. 이어 이 전 대표가 23.0%(0.2%포인트 하락)로 뒤를 이었다. 나머지 후보는 추 전 장관(8.3%), 박 의원(6.1%), 정 전 총리(4.1%), 김 의원(1.6%) 순으로 조사됐다. 없음(19.6%)과 잘모름(4.5%) 등 부동층 합계는 24.1%로 집계됐다. 민주당 지지층(700명)에서도 이 지사가 48.9%로 가장 높았고 이 전 대표가 35%로 뒤를 이었다. 다만 이 지사는 같은기간 대비 0.3%퍼센트 하락했고 이 전 대표는 2.3%퍼센트 상승했다. 이어 추 전 장관(6.8%), 정 전 총리(3.7%), 박 의원(2.0%), 김 의원(0.9%) 순으로 나타났다.이 지사가 적합하다는 응답은 ▲인천·경기(38.4%) ▲40대(47.1%), 50대(38.3%) ▲사무·관리·전문직(35.3%), 판매·생산·노무·서비스직(35.2%) ▲진보층(50.5%) ▲열린민주당 지지층(54.2%), 민주당 지지층(48.9%)에서 전체 평균보다 높았다. 이 전 대표는 ▲광주·전라(33.0%), 서울(27.5%) ▲30대(30.1%), 18~29세(27.1%), 70세 이상(25.5%) ▲학생(28.6%), 무직·은퇴·기타(26.7%) ▲민주당 지지층(35.0%)에서 많은 선택을 받았다.보수 야권 대선주자 중 가장 적합한 인물로는 윤 전 총장이 29.0%(1.7%포인트 하락)로 가장 높은 선택을 받았고, 홍준표 의원이 13.3%(2.0%포인트 하락)로 뒤를 이었다. 나머지 후보는 유 전 의원(8.3%), 최 전 원장(7.6%), 안 대표(5.4%), 원 지사(4.2%), 김 전 경제부총리(2.8%), 하 의원(2.4%), 윤 의원(2.0%), 황 전 총리(1.9%), 김태호 국민의힘 의원(1.3%), 안상수 전 의원(1.0%), 박진 국민의힘 의원(0.6%) 순이다. 기타 후보는 1.1%, 없음은 16.1%, 잘모름은 3.1%다.국민의힘 지지층(781명)에서는 윤 전 총장(56.2%)이 가장 높았고 최 전 원장(11.5%)이 뒤를 이었다. 윤 전 총장은 적합도가 4.6%퍼센트 감소한 반면 최 전 원장은 2.8%퍼센트 증가했다.이어 홍 의원(9.1%), 안 대표(4.3%), 유 전 의원(3.8%), 원 지사(2.8%), 윤 의원(2.2%), 황 전 총리(1.6%), 하 의원(1.3%), 김 전 부총리(1.2%), 김 의원(1.2%), 안 전 의원(0.4%), 박 의원(0.3%) 순으로 나타났다.윤 전 총장이 적합하다는 응답은 ▲대구·경북(42.6%), 부산·울산·경남(34.0%), 대전·충청·세종(33.6%) ▲60대(45.3%), 70세 이상(40.7%) ▲가정주부(41.0%), 판매·생산·노무·서비스직(32.1%), 자영업(32.1%), 무직·은퇴·기타(31.8%) ▲보수층(43.8%), 중도층(34.0%) ▲국민의힘 지지층(56.2%), 국민의당 지지층(49.0%)에서 전체 평균보다 높았다.홍 의원은 ▲서울(16.7%), 30대(17.4%), 40대(17.3%), 50대(15.6%) ▲학생(19.4%), 사무·관리·전문직(15.9%) ▲진보층(17.1%) ▲열린민주당 지지층(21.0%), 민주당 지지층(18.3%)에서 전체 평균 보다 많은 선택을 받았다. 여야 대선주자 중 윤 전 총장과 이 지사간 양자 가상대결 조사에서는 윤 전 총장 40.7% 이 지사 38%로 오차범위 내인 2.7% 격차를 보였다. 이 지사에게 투표하겠다는 응답은 지난 조사 대비 0.6% 하락했고 윤 전 총장에게 투표하겠다는 응답은 1.3% 상승했다. 연령대별로 윤 전 총장은 60대(57.9% vs 28.9%)와 70세 이상(52.8% vs 21.9%), 18~29세(41.0% vs 27.7%)에서 앞섰다. 반면 이 지사는 40대(56.3% vs 26.8%)와 50대(47.8% vs 37.9%), 30대(38.2% vs 33.0%)에서는 우세했다. 권역별로 대구·경북(58.6% vs 26.7%)과 부산·울산·경남(47.4% vs 28.3%), 대전·충청·세종(44.3% vs 39.1%), 서울(41.3% vs 2.3%)에서는 윤 전 총장을 지지하는 응답 비율이 높았다. 반면 광주·전라(56.3% vs 16.5%)와 인천·경기(43.7% vs 37.0%)에서는 이 지사에 대한 지지가 많았다. 윤 전 총장과 이 전 대표간 양자 가상대결 조사에서는 윤 전 총장 42.3%, 이 전 대표 37.2%로 오차 범위 밖인 5.1%퍼센트 격차를 보였다. 윤 전 총장에게 투표하겠다는 응답은 지난 조사 대비 1.3%포인트 상승했고 이 전 대표에게 투표하겠다는 응답은 0.5%포인트 올랐다. 연령대별로 윤 전 총장은 60대(59.7% vs 24.7%)와 70세 이상(55.7% vs 28.9%), 18~29세(43.2% vs 38.1%)에서 우세했다. 반면 이 전 대표는 40대(47.1% vs 26.9%)와 30대(44.4% vs 33.4%)에서 앞섰다. 50대에서는 두 후보(40.1% vs 36.8%)가 비슷한 비율을 보였다.권역별로 윤 전 총장에 대한 지지는 대구·경북(59.3% vs 18.2%), 부산·울산·경남(49.1% vs 33.3%), 대전·세종·충청(46.8% vs 32.0%)에서 높았다. 반면 광주·전라에서는 이 전 대표가 60.5%로 윤 전 총장(18.0%)을 42.5%포인트 앞섰다.서울(윤 전 총장 42.4% vs 이 전 대표 38.1%) 경기·인천(39.2% vs 39.5%) 등 수도권에서는 두 후보가 큰 차이를 보이지 않았다고 리얼미터는 설명했다. 이번 조사는 지난 26~27일(화) 전국 만 18세 이상 3만6652명에게 접촉해 최종 2058명이 응답(응답률 5.6%)했다. 무선(90%)·유선(10%) 무작위 생성 표집틀을 통한 임의 전화걸기(RDD) 자동응답 방식으로 실시했다. 표본오차는 95% 신뢰수준에서 ±2.2%포인트다.보다 자세한 사항은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다.[서울=뉴시스] ",https://www.donga.com/news/Politics/article/all/20210729/108232134/1,정치,동아
이준석 “尹 입당 무조건 8월…안하면 尹캠프 합류 인사 싹 징계”,"국민의힘 이준석 대표가 윤석열 전 검찰총장의 입당 시기에 대해 “무조건 8월이라 생각한다”고 밝혔다.이 대표는 29일 CBS라디오 ‘김현정의 뉴스쇼’에서 “입당하겠다는 의지는 계속 확인하고 있다. 무조건 8월”이라고 말했다.그는 “이번에 당협위원장 일부가 윤 전 총장 전 캠프로 갔다. 당협위원장들이 당 사정을 모르는 것도 아니고 당에서 활동했던 인사들이기 때문에 분명히 윤 전 총장과 상의를 했을 것”이라며 “절차상으로는 선후 관계가 약간 뒤집혀서 소명 과정 중에 있지만, 오히려 8월 입당이 아니면 그분들을 데려간 게 무리수”라고 설명했다.광복절 이전 입당 가능성에 대해서는 “잘 모르겠다. 예를 들어 사면이 이뤄지지 않으면 15~16일쯤 할 수도 있겠다. 또 며칠 시간을 두고 20~30일에 할 수도 있는 거 아니겠나. 예측이 불가능한 상태”라고 전했다.이 대표는 윤 전 총장이 입당하지 않는다면 윤석열 캠프에 합류한 국민의힘 인사들을 “싹 징계해야 한다”며 “윤 전 총장이 입당 의지를 계속 밝히고 있고, 아직 이를 신뢰하기 때문에 징계를 안 하는 것이지 원래는 칼 같이 징계해야 한다”고 목소리를 높였다.이어 ‘윤 전 총장의 8월 입당이 성사가 안 되면 칼같이 징계로 갈 수 있는가’라는 질문에는 “후보 등록이 끝났는데 윤 전 총장이 없다면 (윤석열 캠프 합류 당협위원장들을) 제명하고 시작하는 것”이라고 답했다.합당 논의가 결렬된 국민의당의 안철수 대표에 대해서는 “안 대표님 같은 대중 지지도 높은 분은 당연히 대선에 뛰어서 흥행에 일조해야 한다. 급이 대선 후보이기 때문에 대선에 안 나가면 오히려 사람들이 의아하게 생각할 것”이라 말했다.그러면서 “4·7 서울시장 보궐선거 때 안 대표의 단일화에 대해서 사람들이 긍정적으로 받아들였지만, 이번 대선을 국민의힘 당밖에서 치르시면 그런 상황에 미치지 못할 것이다. 우리 당 단일 후보가 결정되면 안 대표 지지세가 예전만 못할 것이다. 설마 그런 판단을 하겠나”라고 덧붙였다.이 대표는 또 “합당 문제에 있어서 생각의 차이가 있고 중간 실무진이 협상하다 보니 우리가 안 대표 의사를 정확하게 전달받지 못했을 수 있다. 저와 얘기할 부분이 있다면 얘기해서 풀 수도 있을 것”이라며 가능성을 열어뒀다.송치훈 동아닷컴 기자 sch53@donga.com ",https://www.donga.com/news/Politics/article/all/20210729/108231636/2,정치,동아
"최재형, 윤석열 아내 비방 벽화에 “더러운 폭력” 맹비판","""표현의 자유라는 이름으로 민주주의 퇴행 용인 안돼""국민의힘 대선주자인 최재형 전 감사원장은 29일 윤석열 전 검찰총장의 아내 김건희씨를 비방하는 내용의 벽화와 관련해 “표현의 자유라는 이름으로 민주주의를 퇴행시키는 행위를 용인해선 안 된다”고 했다.최 전 원장은 이날 페이스북에 올린 글에서 “종로 어느 거리에, 윤석열 후보의 가족들을 비방하는 벽화가 걸렸다는 뉴스를 접하고 정말 분노를 금할 수 없다”며 이같이 비판했다.그는 해당 벽화에 대해 “저질 비방”, “정치폭력”, “표현의 자유를 내세운 인격 살인”이라고 강력 비판하면서 “표현의 자유라는 미명 하에 이와 같은 인신공격을 일삼는 것은 민주주의의 가치를 훼손하는 것”이라고 주장했다.최 전 원장은“대통령 선거에서 후보자 본인과 주변인들에 대한 검증은 꼭 필요하지만 넘지 말아야 할 선이 있다”며 “그 선을 넘는다면 민주주의를 지키고자 하는 모든 사람들이 힘을 모아 막아야 한다. 인간에 대한 이런 더러운 폭력을 당장 중단해야 한다”고 했다.﻿[서울=뉴시스] ",https://www.donga.com/news/Politics/article/all/20210729/108231424/1,정치,동아
"통신선 복구했는데…美글로벌호크, 나흘만에 한반도 상공에","미국 공군이 운용하는 고고도 무인정찰기 RQ-4 ‘글로벌호크’가 나흘 만에 다시 한반도 상공에 떴다.29일 항공기 추적 사이트 레이더박스에 따르면 ‘글로벌호크’는 전날 오후 주일미군 요코타 공군기지를 이륙해 한반도로 향했다.글로벌호크는 이후 남해안 및 서해 상공을 거쳐 북상해 이날 오전까지 휴전선에 인접한 수도권 및 강원도 북부, 서해 상공을 수차례 왕복 비행한 것으로 파악됐다.미군의 글로벌호크는 지난 21~23일과 25일에도 한반도 상공으로 날아와 비슷한 경로를 장시간 비행했다. 관측통들 사이에선 북한군의 하계훈련 동향이나 북한의 제68주년 ‘전승절’(한국전쟁(6·25전쟁) 정전협정 체결일·7월27일) 관련 동향을 추적·감시하기 위한 게 아니냐는 관측이 제기됐었다.글로벌호크는 고성능 레이더와 적외선 탐지장비 등을 활용해 고도 20㎞ 상공에서 지상의 30㎝ 크기 물체까지 식별해낼 수 있다. 글로벌호크는 또 최대 42시간 연속으로 임무를 수행할 수 있고, 작전반경은 3000㎞에 이르는 것으로 알려져 있다.앞서 북한은 이달 27일 남북 정상 간 합의에 따라 지난 13개월 간 끊겨 있던 남북한 당국 간 통신선과 군 통신선을 복구했다. 이에 우리 정부 안팎에선 그간 얼어붙었던 남북관계도 다시 ‘해빙기’를 맞을 수 있다는 기대감이 커지고 있는 상황이다.미국 정부로부터도 남북한 간의 통신선 복원에 대해 “환영한다”(잘리나 포터 국무부 수석부대변인)는 입장이 나왔다. 그러나 글로벌호크를 비롯한 미군 정찰자산의 한반도 출격이 계속되면서 ‘북한과의 대화 등 외교적 노력뿐만 아니라 군사적 대비태세 유지도 놓치지 않겠다’는 미 정부의 대북정책 방향을 보여준다는 해석이 나오고 있다.28일엔 주일미군 가데나 공군기지에 배치돼 있는 지상작전관제기 E-8C ‘조인트스타스’가 한반도로 날아와 충남 태안반도 인근 서해 상공을 비행하기도 했다.이와 관련 로이드 오스틴 미 국방장관은 지난 27일 싱가포르에서 열린 국제전략문제연구소(IISS) 주최 세미나에서 북한 문제와 관련해 “우린 대화에 열려 있다”면서도 “우린 한국을 방어하기 위한 약속과 책임에도 계속 집중하고 있다. 그 약속을 이행할 수 있게 하는 준비태세는 우리에게 매우 중요하다”고 말했다.(서울=뉴스1)",https://www.donga.com/news/Politics/article/all/20210729/108231350/1,정치,동아
"美의원들, 남북 통신선 복원에 “중요한건 北비핵화 위한 진전”","맥카울 하원 외교위 간사 ""北, 도발 위해 핫라인 이용 가능성 높아""남북이 통신선을 복원한 데 대해 미국 의원들은 고무적이라면서도 북한 비핵화가 중요하다는 회의적인 반응을 보였다고 자유아시아방송(RFA)이 28일(현지시간) 보도했다. 보도에 따르면 미국 연방하원 외교위원회의 마이클 맥카울 공화당(캘리포니아) 소속 간사는 매체에 “북한 측의 합리적 행동은 항상 신중한 낙관론의 근거가 된다”면서도 “중요한 것은 북한의 비핵화를 향한 실질적인 진전”이라고 강조했다. 그러면서 최근 북한의 역사를 뒤돌아보면 “김정은 정권이 실질적인 협상보다는 전투적 묘기나 도발을 위해 남북 간 ‘핫라인’ 및 연락사무소 등을 이용할 가능성이 높다는 점을 보여준다”고 분석했다.남북 통신선 복원에 대한 북한 측의 의도에 의구심을 드러낸 것이다.하원 외교위원회 소속인 공화당 한국계 영 김(캘리포니아) 의원은 납북 통신선 복원을 계기로 “우리는 그 어느 때보다 더 북한의 비핵화와 북한 주민의 기본적인 인권 개선을 추진해야 할 것”이라고 했다. 그는 앞선 RFA와의 인터뷰에서 비핵화에 대한 북한의 의미있는 조치가 없는 상황에서 대북제재 완화는 지지하지 않는다고 밝힌 바 있다. 그는 북한은 예상 밖으로 반응하는 경향이 있다면서 “언제 협상테이블에 나올지 장담하긴 어렵다”며 “김정은을 협상테이블로 끌어들이기 위한 목적으로 제재완화는 반대한다”고 말했다.또 “과거에도 이러한 접근을 시도해봤지만 결과는 국민을 탄압하고 핵무기를 발전시키는 결과만 돌아왔다”고 회의적인 입장을 보였다. “제재완화를 위해서는 북한이 개혁과 비핵화를 추진할 용의가 있다는 진정성을 확실히 먼저 보여주기를 바란다”고 했다. 앞서 지난 27일 우리 청와대와 통일부는 이날 오전 10시를 기해 남북 간 통신연락선을 재가동했다고 밝혔다.청와대에 따르면 문재인 대통령과 김정은 북한 국무위원장은 올해 4월부터 친서를 교환하며 소통한 끝에 통신선 복원에 합의했다.﻿[서울=뉴시스]",https://www.donga.com/news/Inter/article/all/20210729/108230791/1,정치,동아
유엔 北인권보고관 “남북대화 재개하면 이산가족 상봉 최우선 돼야”,"""코로나19로 대면 어려우면 화상으로라도""토마스 오헤아 퀸타나 유엔 북한인권특별보고관은 남북 통신선 복원을 계기로 이산가족상봉을 최우선으로 다룰 것을 촉구한다고 밝혔다. 퀸타나 보고관은 28일(현지시간) 자유아시아방송(RFA)으로 성명을 보내 이 같이 밝혔다. 그는 고령의 이산가족들은 2018년 8월 마지막으로 만났던 사랑하는 가족들과 다시 만날 기회를 계속 기다리고 있다고 지적했다. 이러한 내용은 남북이 합의한 판문점 선언에도 명기됐다고 강조했다.코로나19로 대면 만남이 어렵다면 화상으로 만날 수 있도록 해야한다고 밝혔다. 이산가족들의 고통 완화, 가족과 대화하고 싶은 소망 해소는 남북 정부의 책임이라고 짚었다. 또한 그는 이산가족 상봉이 인도주의적 사안임은 물론 가족 보호를 명시하고 있는 세계인권선언에 규정된 기본적인 권리라고 꼬집었다. 그는 이산가족 문제는 정치화 해서는 안된다면서 특히 북한에 대해 우려를 보였다. 북한이 정치적 이해 득실이 아닌 순수한 의도로 이산가족 상봉을 해야 한다고 강조했다. 그러면서 남북대화 및 향후 북미 대화 재개를 환영한다고 했다. 다만 대화에서 북한의 인권 문제가 배제되어서는 안된다고 밝혔다. 앞서 지난 27일 우리 청와대와 통일부는 이날 오전 10시를 기해 남북 간 통신연락선을 재가동했다고 밝혔다.청와대에 따르면 문재인 대통령과 김정은 북한 국무위원장은 올해 4월부터 친서를 교환하며 소통한 끝에 통신선 복원에 합의했다.﻿[서울=뉴시스] ",https://www.donga.com/news/Inter/article/all/20210729/108230577/1,정치,동아
